         CRIM     ZN  INDUS  CHAS     NOX     RM   AGE      DIS   RAD    TAX  PTRARIO       B  LSTAT    PRICE
455  1.184172   34.0   8.51   1.0  0.8009  7.352  71.5  10.2369  15.0  238.0     24.0   75.22  27.07   467.34
456  1.568183   28.0  10.90   1.0  0.3310  7.627  18.4   4.3372  16.0  273.0     10.4   89.77  23.83    60.47
457  0.435545   25.0  12.73   1.0  0.3712  6.085   0.8  11.8853   7.0  446.0     20.7   85.49  13.01   127.25
458  0.220835   22.0   5.06   1.0  0.9692  7.002  36.2   2.2573  12.0  348.0     14.5   85.05   5.43   932.22
459  0.533662   18.0   6.14   0.0  0.4925  7.400   9.5   0.3424  10.0  364.0     20.6  318.66  23.59    65.23
460  0.158659    4.0  12.28   1.0  0.2102  6.634  89.4   5.2563   9.0  459.0     15.0   54.72   3.55    80.73
461  0.031081   66.0  18.00   1.0  0.3883  5.620  85.2   1.7231  10.0  208.0     17.6   54.94  15.94    41.82
462  2.158366   58.0  16.24   1.0  0.3028  6.469   3.2   7.9046   4.0  373.0     12.2   30.27   4.53    83.98
463  0.575739   49.0  24.47   0.0  0.7173  5.857  76.0   6.4796  23.0  467.0     19.7  388.23  17.15   174.35
464  0.760226   91.0   5.64   1.0  0.7065  6.871   9.6   9.5494   8.0  246.0     25.0  321.77  22.66   228.34
465  2.915604  100.0  23.29   1.0  0.0394  6.591  15.4  10.7026   7.0  467.0     24.5   54.38   6.07   113.86
466  0.847238    0.0  11.57   0.0  0.0266  6.844  42.8   9.7500   8.0  461.0     19.6   97.58  25.04    94.92
467  0.012050   35.0   2.61   0.0  0.4711  6.401  98.1  10.0568   3.0  379.0     24.9   34.55  27.31   121.73
468  1.262407   13.0  25.46   0.0  0.0760  5.575  23.6   6.4962   4.0  296.0     13.9  335.62  11.79    88.91
469  0.189030   45.0  10.02   0.0  0.9528  6.945  75.4   4.6904   3.0  379.0     10.3  348.20  10.14   832.19
470  0.293540   61.0   9.44   1.0  0.9473  6.078  19.6   8.7745  19.0  378.0     13.1   80.92   5.61   419.44
471  0.927943   33.0  20.74   1.0  0.2986  5.687  24.5  10.7180  20.0  254.0     22.5  367.97  25.84   126.85
472  0.840214   35.0   8.65   0.0  0.7407  7.708  62.9   8.4989  24.0  302.0     24.1   62.52  22.95   405.82
473  0.972908    4.0   8.46   0.0  0.5829  6.817  31.2   4.5588  14.0  354.0     17.8  372.97  21.95   123.51
474  1.365841   81.0  12.92   1.0  0.6600  7.395  31.5  10.9398  13.0  420.0     23.7   43.80  23.57   245.56
475  2.195738   43.0  20.90   1.0  0.6701  7.236  21.0   7.3591   0.0  304.0     22.3  398.29   9.89   231.35
476  0.483360   15.0   9.05   0.0  0.7332  5.929   8.4   9.0399  18.0  492.0     20.1   71.82  16.89   179.26
477  0.561436   82.0  25.78   0.0  0.5052  6.400  12.9   0.7869   0.0  452.0     10.4   77.27  21.40    38.20
478  0.106676   74.0   0.77   0.0  0.0664  6.631  74.1   8.6006   3.0  263.0     22.6  326.64   2.33   222.12
479  0.794349   95.0   8.67   1.0  0.3189  7.466   6.0   2.1320  12.0  334.0     22.3   68.40   6.36    51.52
480  1.300069   49.0  11.97   0.0  0.1670  6.094  31.9   1.2920  19.0  319.0     11.9   62.86   5.06    39.54
481  0.803363   73.0  10.19   1.0  0.3071  5.192  54.6   7.4614   1.0  427.0     11.5  362.01   7.24   126.38
482  0.710943   92.0  22.46   0.0  0.5312  6.360  26.8   6.5013   1.0  360.0     24.4  307.67  21.67   103.44
483  0.066645   56.0  14.83   1.0  0.3783  7.527  97.4   8.7836  14.0  455.0     16.6  350.83  14.15   139.40
484  1.230727   48.0  12.06   1.0  0.7154  5.431  47.0   5.0617  16.0  236.0     17.8   98.77   2.57   144.30
485  0.441946   91.0  22.88   1.0  0.6519  5.558  65.4   4.3311  14.0  352.0     19.6   42.58  18.47    95.03
486  0.171954   79.0  10.78   1.0  0.6919  5.407  34.5   5.1711  13.0  292.0     22.6   75.57  21.20   104.44
487  1.585710   90.0  15.66   0.0  0.9789  5.205  48.9   0.1982   7.0  467.0     18.0    8.75  22.93   176.50
488  0.958345   26.0  13.91   0.0  0.0289  6.064  62.7   6.3404  11.0  281.0     20.2  334.04   6.26   122.65
489  0.318826   24.0  12.21   1.0  0.1097  7.543  66.4   4.9098  19.0  387.0     17.7   56.09   8.72    71.70
490  1.777668   35.0  16.81   1.0  0.4941  5.777   6.6   6.7125  16.0  364.0     23.9    9.55  14.98    92.23
491  0.851946   86.0  21.69   1.0  0.6930  5.189  71.8   3.9038  12.0  227.0     18.0  393.93   9.88   123.74
492  0.648528    5.0   8.64   0.0  0.3562  6.058  57.6   5.4429   3.0  413.0     25.0    1.44  10.68    66.09
493  0.282429    6.0   8.01   1.0  0.2836  5.931  24.9   1.8379  22.0  368.0     24.8   37.88  19.77    48.47
494  1.997235   21.0  15.83   0.0  0.0783  5.471  78.1  10.9771  19.0  298.0     11.5   34.48   8.48   113.69
495  0.086378   98.0   5.56   0.0  0.9008  5.437  41.3   2.3601  20.0  475.0     14.8  352.00   3.90   262.68
496  0.071587   40.0   5.35   1.0  0.9266  6.740  54.3   0.2366   9.0  257.0     24.8   39.22  21.31   534.97
497  2.494464   59.0  12.64   1.0  0.2079  7.884  29.4   9.3148  23.0  337.0     13.5   14.11   2.44   105.27
498  0.421735   93.0   7.82   1.0  0.2634  7.007  46.7   3.7998  20.0  258.0     24.8   95.41  22.55    66.60
499  0.302544   57.0  17.40   0.0  0.3189  5.338  41.8   5.0461   8.0  483.0     24.9   33.70  24.18    65.35
500  0.470675   67.0   4.17   1.0  0.5563  5.223  20.2   4.2397  17.0  396.0     17.8   63.97  21.68    73.00
501  0.084168   14.0  22.49   1.0  0.3024  5.475  96.7   8.6340  20.0  330.0     23.1  307.40  10.55   135.84
502  1.918056   30.0  21.51   1.0  0.2995  5.312  94.5   7.9944  12.0  333.0     16.0   69.09   3.88   107.39
503  0.976699   50.0   4.13   1.0  0.0127  6.244  44.1   3.6167   1.0  370.0     17.9   73.74  25.05    40.06
504  0.344716    2.0  24.43   0.0  0.6285  7.047   8.6   5.4568   6.0  345.0     15.8   19.08  13.51   137.24
505  1.205043   47.0  17.80   0.0  0.5369  6.082  38.2   3.0205   1.0  291.0     12.4   56.18   7.09    64.16
506  0.512201    4.0  19.50   1.0  0.0192  7.049  17.7   2.9727  15.0  300.0     24.7   84.50  27.12    45.82
507  0.701860   53.0   9.84   1.0  0.5780  6.795  22.1   1.1059   4.0  434.0     11.5  328.63  12.89    90.66
508  2.102250   47.0  21.89   0.0  0.1215  6.321  14.4   0.6353  12.0  348.0     16.4   77.40   7.39    28.62
509  2.586834   30.0  16.86   0.0  0.8349  5.207  48.2   9.3748  22.0  357.0     21.3  312.00   4.63   249.54
510  0.607225   40.0  18.73   1.0  0.7119  5.111  16.5  10.1737  14.0  487.0     24.3   45.00   3.14   159.74
511  0.482496   37.0   4.70   1.0  0.1895  5.515  34.3   0.1250   2.0  343.0     16.9  325.15  21.91    23.78
512  0.751435   39.0  11.27   1.0  0.7922  7.928  71.2   2.6702  22.0  205.0     13.0   32.92  19.62   576.09
513  0.759558    3.0  16.33   1.0  0.2914  6.372  71.3   7.6985  15.0  258.0     23.3  322.91  14.65   112.31
514  0.295444   33.0  21.69   1.0  0.4359  6.831  43.2  11.4637  13.0  401.0     21.7  346.02  25.15   149.03
515  0.509793   26.0  21.46   0.0  0.8383  6.378  29.7   3.0794  24.0  444.0     12.8  332.98  24.61   267.27
516  0.318729   73.0   9.05   1.0  0.5673  7.407  66.6   2.1610  24.0  496.0     13.2  384.63  25.25   121.83
517  0.387941   19.0  19.38   0.0  0.0222  7.392  95.8   5.7250  18.0  366.0     10.7  302.11  25.40    80.41
518  0.360283   82.0  16.85   0.0  0.9866  5.694  13.2   6.4362  17.0  258.0     13.2   80.81  14.91   343.91
519  0.616166   14.0  20.47   0.0  0.3817  7.156  39.5   4.0230   6.0  319.0     11.9   46.09   9.39    61.69
520  0.807090   52.0   0.27   1.0  0.9236  7.503  97.9   0.2893  10.0  301.0     14.3   38.99  16.94  1043.63
521  0.649365    6.0  17.94   1.0  0.5990  7.299  78.8   9.7059   5.0  496.0     18.9   29.24  28.55   179.54
522  0.751103   43.0   1.76   0.0  0.8470  6.140  27.7  12.7889  10.0  222.0     19.3  306.74  10.70   321.53
523  0.264316    7.0  22.45   0.0  0.6210  6.357   9.4   5.7058   1.0  498.0     22.0   25.34  13.77   107.67
524  1.192866   18.0  22.39   0.0  0.1970  7.736  27.8   9.8666  10.0  309.0     24.5  355.73   7.70   146.45
525  0.629044   41.0   4.40   0.0  0.7822  6.232  80.9   4.7133  22.0  397.0     19.6  332.40   7.76   241.53
526  0.945802   62.0  17.21   0.0  0.9307  6.653  95.9  12.4510   6.0  342.0     12.2  367.23  16.00   630.19
527  2.376281   34.0  17.51   0.0  0.7794  5.911  55.9  10.9965  11.0  346.0     19.2   92.47  17.21   213.63
528  0.355733   64.0   7.67   1.0  0.3148  5.998  41.8   9.9676  15.0  341.0     18.7  354.43   8.06   150.62
529  2.184779   30.0   7.52   1.0  0.5895  7.006  60.2   7.0589  17.0  377.0     12.7  347.52   3.20   246.73
530  0.510473   78.0   1.28   1.0  0.3199  6.604  57.8   4.8154  20.0  394.0     14.3  305.66  14.19    89.34
531  0.675189   64.0  10.47   0.0  0.2949  5.984  93.6   5.4658  19.0  438.0     18.5   69.77  15.54    83.31
532  1.515793   25.0  12.04   1.0  0.1511  5.959  99.0   2.3606  23.0  471.0     18.5   63.27   9.65    57.77
533  0.093145   17.0   3.89   0.0  0.9133  6.763  36.5   7.1097  10.0  361.0     10.2   19.73   4.79   554.80
534  0.839305   16.0  11.61   0.0  0.1227  6.689  34.5  11.4550   2.0  455.0     16.5  309.92   3.44   199.29
535  0.836235   74.0  17.92   0.0  0.6805  6.306  28.1   7.8665  18.0  228.0     15.3  316.36  25.11   162.56
536  0.611973   86.0   3.70   0.0  0.0408  5.037  41.7  10.7593   8.0  474.0     20.3   41.50  29.11   110.22
537  2.147131   52.0   5.75   1.0  0.3596  7.202  57.3  10.1719   8.0  346.0     11.6  301.68  18.17   125.65
538  0.940263   79.0  25.21   0.0  0.5747  7.003   7.4   0.9997  13.0  310.0     18.2  324.78  19.68    92.33
539  0.156906   10.0   8.40   1.0  0.2435  6.905  83.5   7.9941   2.0  345.0     16.1   14.79  10.51    84.12
540  0.597682   71.0  16.18   0.0  0.2031  7.188  20.7   4.1597   1.0  477.0     19.0  378.82  19.39    64.72
541  0.841923   93.0  23.49   1.0  0.4184  5.860  39.4   4.0680  22.0  373.0     24.4   20.74   6.96    76.06
542  1.201312   20.0   2.25   0.0  0.3159  7.798  33.0   1.1833  24.0  435.0     11.9    8.73  10.43    39.20
543  0.240644   93.0  14.31   1.0  0.4232  7.772  26.0   4.4590   3.0  389.0     12.3  304.95  20.80    84.41
544  0.562022   69.0  18.78   0.0  0.2276  6.187  31.1   5.3208   1.0  415.0     24.0   41.70  27.69    56.98
545  0.348428   60.0   0.47   1.0  0.4250  7.186  48.8   4.7172  12.0  263.0     23.1  362.68  16.25    98.30
546  0.306928   97.0   5.72   1.0  0.2732  7.122  70.2   0.1930   2.0  448.0     18.6   90.13  12.70    24.64
547  0.161113   89.0  14.66   1.0  0.0129  6.478  95.6   2.8999  19.0  240.0     19.1  318.90  27.07    60.49
548  0.816838   42.0   2.67   0.0  0.0853  5.162  89.3   6.0884   8.0  473.0     18.8  380.00  22.43    88.81
549  0.209998   12.0  12.36   1.0  0.7607  5.166  54.7   8.0997   7.0  365.0     22.2   14.76  28.21   133.08
550  0.942962   79.0  21.84   1.0  0.9350  5.159  64.3   6.9511  18.0  358.0     12.6   57.67  24.78   202.53
551  0.277799    5.0   9.62   0.0  0.1960  5.597  61.5   0.0691  18.0  313.0     11.0  321.07   3.78   103.86
552  2.984322   34.0  18.67   1.0  0.9663  7.479  42.9   3.1661   9.0  210.0     20.7    0.62   3.26  1413.74
553  2.124558   72.0   2.64   1.0  0.5187  7.055  35.1   9.6079  16.0  288.0     22.6   56.92  26.78   138.58
554  0.570274   74.0  11.73   0.0  0.7509  6.558  46.2   4.7465  15.0  441.0     22.7   72.79  17.40   203.29
555  0.060717   15.0  11.73   0.0  0.3979  7.933  79.2   8.8674  24.0  407.0     17.3  341.34  10.20   160.04
556  0.613825   74.0  18.89   0.0  0.5109  5.585  69.7  12.8114  13.0  439.0     19.0  313.30  16.09   167.54
557  0.107886   46.0   0.50   1.0  0.3737  7.099  94.1   6.0622  15.0  255.0     24.9  371.61  27.73   101.41
558  1.171434   67.0  15.19   0.0  0.3640  7.721  79.5   1.1986   8.0  403.0     21.9  388.56  15.56    68.20
559  2.139960   28.0  23.59   0.0  0.0473  6.984  53.6   0.6146  11.0  360.0     21.5   88.07  25.02    26.27
560  2.304524   19.0  15.25   0.0  0.7242  5.138  21.3   1.2650  17.0  269.0     14.6   46.72  13.56    68.35
561  0.311704   46.0   4.37   1.0  0.9687  7.236  91.6   9.2453  16.0  280.0     24.8  303.63  25.30  1220.94
562  0.896039   23.0  22.24   1.0  0.9313  6.612  22.7   1.5704  18.0  473.0     13.7  399.47   5.51   572.32
563  0.757866  100.0   4.53   0.0  0.8364  5.336  66.9   9.0793  15.0  255.0     14.6   86.25  17.73   181.02
564  0.486999   70.0  19.47   1.0  0.4609  6.967  50.5  11.7303   5.0  270.0     15.8    7.10   8.81   129.15
565  2.902271   37.0  10.60   0.0  0.9323  5.365  75.9   0.3798  21.0  246.0     24.8   43.04  10.76   186.06
566  0.781441   25.0  16.39   0.0  0.6334  5.493  79.6   8.6033  24.0  255.0     19.8   40.06  14.81   132.71
567  1.854421   47.0  14.86   0.0  0.5305  6.978  65.3   3.2097  24.0  354.0     11.4   17.09  23.81    87.36
568  0.262567   38.0   3.93   1.0  0.2047  7.473  32.3  10.9602  16.0  361.0     21.0  347.09  27.87   127.62
569  0.044952   42.0  19.87   1.0  0.7114  5.923   5.5  11.8689  20.0  389.0     17.0   13.75  24.00   185.72
570  0.052967   99.0   2.22   0.0  0.6492  5.647  28.1   0.5737  12.0  304.0     22.4    3.17  11.09    59.12
571  0.722701   50.0   0.08   0.0  0.6750  7.225  71.8  12.1601  14.0  477.0     17.4   31.89  17.02   259.63
572  0.693549   65.0   5.36   1.0  0.6471  5.504  75.9   5.2134   4.0  296.0     24.1   32.63  16.46    92.25
573  0.693721   82.0  11.93   0.0  0.4362  7.583   4.3   9.5973  18.0  268.0     18.9   61.09  14.64   124.51
574  0.225239   97.0  14.21   1.0  0.0246  7.173  89.4   4.8882   4.0  254.0     17.2  305.97   8.76    87.00
575  0.779048    8.0  23.02   0.0  0.2196  5.510  73.0   7.5531  11.0  461.0     24.1  368.95  22.51   105.92
576  0.407364   98.0   0.77   0.0  0.7497  6.078  42.6   5.2972  18.0  377.0     22.5    8.03  27.47   163.03
577  2.267791   70.0  16.42   0.0  0.3306  6.903  26.5   8.1163   1.0  472.0     22.3  336.65  21.15   102.42
578  0.280159    7.0  11.49   0.0  0.5668  5.221  28.3   4.2566  21.0  305.0     15.4  352.16  11.14   103.29
579  0.898262   64.0  22.06   1.0  0.8272  6.301  14.7  10.6488  19.0  298.0     21.9   99.17   3.91   316.02
580  2.100762   54.0  21.78   1.0  0.1675  5.081  20.5   8.9817  16.0  284.0     12.3   38.20  21.19    87.74
581  0.860176   30.0  18.44   1.0  0.8283  5.699   7.9   3.4418   6.0  496.0     19.6  334.89  17.28   168.97
582  2.754640   30.0   6.47   1.0  0.1063  6.149  80.5   8.1150   0.0  270.0     19.1  325.64  29.76    86.66
583  0.888573   35.0  23.09   0.0  0.7664  7.253  71.8   5.2549  21.0  330.0     12.4   21.99  29.84   323.21
584  1.210137   28.0   0.34   0.0  0.7444  5.731  15.0   5.8856  15.0  414.0     12.4  342.13   9.90   167.26
585  0.569564   87.0   3.34   0.0  0.9379  5.349  47.1   9.4298  19.0  296.0     15.1  388.03  23.50   262.52
586  0.004250   96.0  18.75   1.0  0.0068  6.672  93.3   5.8352   7.0  388.0     13.0  378.46  12.88    93.74
587  0.880663   67.0   6.96   0.0  0.2406  7.607  26.9   7.8043   5.0  278.0     20.2   76.05  18.36    81.64
588  0.105309   18.0   5.86   1.0  0.3963  5.980  30.0   7.8286  14.0  246.0     17.4   44.63  24.21    88.26
589  0.284071   29.0  11.45   1.0  0.1195  6.769  17.1   3.6542  22.0  335.0     17.8   92.62  17.18    56.42
590  1.974741   39.0  20.56   0.0  0.6904  5.116  79.1   5.7521   1.0  446.0     17.6   12.29   8.25    96.00
591  0.715924   47.0  17.29   0.0  0.2392  5.342  80.4   9.5336   0.0  370.0     15.7   39.48   5.54   101.08
592  2.192386   74.0   4.98   1.0  0.3326  5.269  33.5   7.3609  16.0  493.0     23.0   34.78   7.45    95.30
593  0.051091   96.0  14.77   0.0  0.6174  6.882  57.0  12.6613   5.0  344.0     10.9  394.69  29.07   199.27
594  0.462720   79.0  10.85   1.0  0.9408  5.422  45.4   3.0610  11.0  257.0     17.3   32.35  13.79   204.45
595  0.817067   33.0   9.20   1.0  0.3700  6.963  30.5   6.5697  23.0  251.0     10.1   43.07  20.23    80.73
596  0.026049   45.0  20.12   0.0  0.9743  7.608  32.4   4.7514  13.0  287.0     11.8   82.72  27.59  1708.94
597  0.861634   24.0  14.55   1.0  0.6681  7.834  92.2   9.6952   8.0  397.0     24.3  391.47  13.66   317.90
598  0.561478   92.0  15.63   1.0  0.7064  6.321  23.0   8.7396  12.0  309.0     17.5   95.91  18.78   176.08
599  2.392622   19.0   2.18   1.0  0.6780  7.439  28.2   2.5780  19.0  273.0     10.6   43.92  16.60   190.50
600  0.161530   65.0  15.85   1.0  0.0122  6.760   6.4   3.0690   3.0  496.0     17.4  377.44  23.32    47.58
601  1.378580  100.0  16.53   1.0  0.5272  5.228   8.1   2.4278  16.0  268.0     19.7   43.25  26.27    51.45
602  0.453878   78.0   2.57   0.0  0.1585  6.967  90.9   2.4297   9.0  209.0     11.0  319.95   2.37   170.96
603  0.898227   80.0   9.58   0.0  0.6350  5.269  51.8   8.0895  21.0  361.0     22.8   64.44  23.32   125.99
604  0.736040    9.0  24.61   1.0  0.6034  7.647  50.6  11.5510   2.0  294.0     21.2  388.79  26.37   217.87
605  0.030728   12.0  17.41   0.0  0.2520  5.856  36.9   1.1975  14.0  494.0     19.3  326.06  24.05    44.59
606  0.175916   29.0   6.16   0.0  0.6669  6.004  81.9   9.1758  15.0  406.0     22.6   53.61  26.17   159.70
607  2.704782   38.0  22.42   0.0  0.7424  6.432  47.6   6.6612  14.0  201.0     13.9   26.73  21.07   184.70
608  0.051294   57.0   7.02   0.0  0.4654  6.903  97.6   9.4751  19.0  408.0     24.9  366.60  10.43   172.64
609  0.449947   46.0  14.46   0.0  0.7020  5.445  97.0   2.8510   9.0  424.0     24.2  330.81  13.14   115.56
610  0.023136   50.0  22.89   1.0  0.9414  7.859  74.5   1.4496  14.0  355.0     19.9  320.20  21.81  1680.43
611  0.311174   91.0   9.57   1.0  0.3338  5.661  96.3   7.1376   9.0  322.0     17.8  320.56  13.07   107.24
612  0.252251   41.0   4.55   1.0  0.0536  5.778  55.5   9.8950  17.0  410.0     20.2   55.15   8.87   113.38
613  0.146666   42.0   0.82   0.0  0.6039  5.603  87.6   0.4571   4.0  443.0     12.1  351.88   3.94   134.58
614  2.839804   35.0  10.14   1.0  0.5291  5.140  91.9   4.0551  15.0  263.0     20.0  311.83  17.86    87.49
615  0.720511   20.0  21.68   1.0  0.9623  5.618  49.9   3.6207  24.0  388.0     23.5  362.26   8.24   327.31
616  2.479320   97.0   1.80   1.0  0.4491  6.547   7.4   6.6524   9.0  489.0     12.6    7.22  11.99    84.85
617  0.585494    4.0  15.67   0.0  0.1011  6.032  46.8   1.9511   3.0  474.0     16.1   53.27  16.64    29.95
618  1.464684   72.0  12.93   0.0  0.0505  7.151  47.2  12.8611  23.0  439.0     15.1  356.88   9.35   172.69
619  0.335106   22.0  10.49   1.0  0.8328  6.310  63.8   8.8578  16.0  242.0     10.0   63.43   3.07   296.21
620  0.211846   20.0  21.40   1.0  0.0769  6.516  98.0   5.1187  16.0  481.0     22.8  358.05   7.84   117.99
621  2.774169   53.0  16.34   0.0  0.1383  7.366  36.7  11.6822   3.0  377.0     25.0   27.53  18.15   112.11
622  0.860967   86.0  20.81   1.0  0.8984  6.498  58.4  12.2989   9.0  358.0     19.9   69.04  23.51   464.51
623  0.425914   89.0  13.96   0.0  0.7706  6.672  23.6   4.3392  12.0  483.0     15.3  322.68  29.51   231.59
624  0.376136   46.0  15.79   0.0  0.7897  6.008  43.4  10.7827   9.0  350.0     16.2   77.22  15.10   222.60
625  2.137462   55.0  11.58   1.0  0.0509  7.205  47.3   5.1698  13.0  359.0     13.6  345.85  22.90    72.54
626  0.917776   48.0  11.02   1.0  0.1432  5.066  19.5   1.9523   1.0  329.0     22.6  352.75  11.64    51.73
627  1.764090   25.0  20.52   0.0  0.2271  5.403  18.3   3.2575  24.0  308.0     19.8  376.62  25.95    67.55
628  0.178191   16.0   7.38   1.0  0.5560  5.503  61.7  12.1500   1.0  314.0     18.7   94.43  23.90   133.55
629  0.242694   72.0  15.60   0.0  0.9958  7.380  47.8   8.6396  20.0  418.0     12.3  300.15  20.44  1660.59
630  0.466550   93.0  24.96   1.0  0.8655  6.928  93.3   8.1131   7.0  205.0     19.2  307.99  17.72   497.37
631  0.779652    8.0   3.32   0.0  0.5682  6.983  44.7   7.6531  18.0  245.0     21.8  325.47   5.81   191.36
632  0.855567   77.0  13.03   0.0  0.7253  5.640  80.2   8.4407   2.0  392.0     16.7   44.05  24.83   144.68
633  0.783149   65.0  25.91   0.0  0.2580  7.599  52.6   7.1079  16.0  354.0     18.2   73.83  15.53    90.43
634  0.641359   94.0   5.65   0.0  0.1266  5.721  67.3   6.0946  15.0  348.0     18.4   67.51  18.70    76.35
635  1.251333   73.0  18.31   0.0  0.8002  7.675  32.6   9.8074  23.0  216.0     12.0  369.22  27.99   569.79
636  0.539251    9.0   7.88   0.0  0.0328  5.450  50.8  10.0795   4.0  500.0     12.8  388.90  19.68   119.52
637  1.727018   16.0  18.39   1.0  0.0873  5.212  29.4   2.2195   9.0  209.0     17.6  338.60  28.31    40.37
638  0.568480   69.0   2.97   1.0  0.5082  7.315  77.1   5.7980  16.0  433.0     18.8   79.15  15.22   117.89
639  0.429604   52.0   5.41   1.0  0.3382  5.910  92.0   9.7010  15.0  324.0     19.1   25.38  19.44   111.06
640  1.773815   98.0   6.09   0.0  0.9610  5.441  33.9  11.0161  15.0  250.0     13.7   32.72   6.25   292.51
641  2.853401   37.0  11.08   1.0  0.9242  7.301  10.0   7.0045  17.0  229.0     22.8   62.53  11.82   930.25
642  0.857797   15.0  20.00   0.0  0.9354  5.024  39.6   3.8732   7.0  302.0     18.1   77.02  10.67   159.25
643  0.448695   39.0  20.54   1.0  0.8778  7.619  18.8   2.0273   3.0  397.0     18.6   57.55  16.33   828.80
644  0.847576   38.0  17.57   0.0  0.9431  7.128  44.8   0.2266  12.0  433.0     15.3   58.53   7.33   853.90
645  0.031919   28.0  20.11   1.0  0.0042  7.001  39.5   3.0030   6.0  270.0     24.9  358.45  26.50    48.99
646  1.414343   48.0  17.65   1.0  0.1308  7.600  20.6  12.2516   5.0  303.0     13.5  377.87  13.07   137.58
647  0.366932   96.0   6.03   0.0  0.2359  7.623  13.3   2.7841  12.0  363.0     22.8  337.71  22.35    58.56
648  2.140921   27.0  11.39   0.0  0.3556  6.264  93.8   9.4041   1.0  321.0     16.2   92.68  24.06   102.41
649  0.423948    9.0  15.02   0.0  0.6818  7.175   2.4  11.3094  15.0  411.0     24.0   17.13  17.00   248.65
650  0.246813    7.0   0.66   0.0  0.9531  7.003  48.2   5.9847  10.0  494.0     11.5   73.61  28.87   858.74
651  0.988073   70.0  17.03   1.0  0.7130  6.484  63.6   4.1781   9.0  461.0     22.0   71.91  10.18   161.16
652  2.093646   44.0   3.51   0.0  0.7806  6.653  36.0   7.8485  18.0  288.0     12.7  360.29   2.94   380.81
653  2.381059   37.0  23.57   1.0  0.1806  5.427  91.5   9.6384  21.0  227.0     24.2   22.62  14.26   110.13
654  0.347081   76.0  12.21   1.0  0.1407  5.101  58.0   4.9257  16.0  467.0     11.4   33.37   6.39    64.49
655  0.216273   74.0   7.70   0.0  0.3150  7.957  57.4   3.8235  19.0  362.0     14.3   36.11  17.13    64.93
656  2.805103   25.0  22.76   1.0  0.7084  7.364  82.2  12.6536   7.0  466.0     23.2  368.63  20.28   330.43
657  2.306005   61.0  16.96   1.0  0.2265  6.476  85.2  10.2392  19.0  367.0     14.2   77.61  22.21   115.06
658  2.241286   41.0  21.14   0.0  0.5186  7.719   5.6   5.7272  14.0  291.0     20.0  317.28  28.87   125.84
659  0.272921   13.0   0.49   1.0  0.9904  5.024  79.0   5.3166  23.0  284.0     10.4  348.62  29.23   218.99
660  0.926970   81.0   2.86   0.0  0.5616  6.312  65.9  10.1921  24.0  490.0     12.3  397.04  24.16   162.05
661  0.715382   48.0  20.47   1.0  0.0403  6.704  70.1  11.5718  21.0  250.0     16.8   18.74  23.45   116.05
662  0.605249   21.0   9.70   0.0  0.5528  6.191  29.7   4.0859   0.0  492.0     14.0  319.55  26.30    83.28
663  0.916824   14.0  10.05   0.0  0.6288  6.063  21.8   2.9472  14.0  476.0     23.1  393.29   5.45   160.30
664  0.610981   85.0  12.10   1.0  0.5037  6.116   3.9   5.5632  24.0  497.0     18.7   50.30  22.72    93.41
665  0.998832   35.0   9.62   0.0  0.5565  6.483  97.1  12.0793  22.0  316.0     20.9   27.52   7.15   170.88
666  0.640780   32.0   6.82   1.0  0.4306  6.428  17.3   9.6774  10.0  319.0     16.1   51.77   3.41   120.48
667  0.037271   76.0  23.81   1.0  0.6363  6.824  90.3   6.9871  24.0  225.0     21.0  398.19  15.67   187.54
668  0.496280   56.0   9.44   0.0  0.5030  6.516  27.6   7.8632  17.0  473.0     19.8   75.43  12.09   120.40
669  0.590098   10.0   1.29   0.0  0.5793  5.192   2.4   9.0042   0.0  483.0     20.4   90.96  23.55   105.58
670  0.876920    6.0   8.59   1.0  0.9348  6.451  66.5   3.5141  12.0  316.0     13.3   76.91  27.84   462.19
671  0.188738   31.0  17.69   0.0  0.9151  6.063  92.8  11.5923  24.0  267.0     15.6  320.82  12.75   401.27
672  0.767666   56.0   7.34   0.0  0.5594  5.426   1.9  10.8746   0.0  407.0     24.8  372.97   8.88   158.26
673  1.090839   41.0  16.92   0.0  0.8856  6.670  40.9  10.4218   8.0  288.0     10.3  352.96  17.83   481.06
674  0.716774   70.0  14.18   1.0  0.6349  6.101  48.3   1.8572  15.0  381.0     18.7  300.88  24.10    93.68
675  1.323638   10.0  12.58   1.0  0.2769  5.822  39.0   1.8649  10.0  214.0     21.9   64.60  27.81    35.20
676  0.481283   70.0  16.94   0.0  0.4881  7.963  20.0   2.1248   7.0  269.0     24.8   83.18  28.15    79.09
677  0.247566   85.0   2.31   1.0  0.7873  7.065   8.2  12.7286  12.0  435.0     10.7   98.02   5.58   396.51
678  0.363784   92.0   5.27   0.0  0.4016  7.649  24.9   3.2168  13.0  335.0     23.0   86.64   4.53    83.64
679  0.289257   53.0  25.18   1.0  0.8084  6.283  32.9   7.2239  22.0  227.0     24.9   41.74   8.80   248.84
680  0.602832   76.0  24.51   1.0  0.4304  7.330  90.6   9.3337  23.0  237.0     14.6  347.45  29.42   132.38
681  0.157741   81.0   9.80   0.0  0.9417  6.204  99.0  10.9097   1.0  477.0     23.6   12.36  26.56   453.99
682  0.735486   87.0  21.77   1.0  0.7382  6.419  14.6   0.7784  17.0  205.0     11.0  325.21  10.35   161.65
